text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted
PM's office must release funds to the families of people died due to #demonetization policy. #CashCleanUp #CashCrisis #blackmoneydrama,False,0,,2016-11-23 04:43:40,False,,8.012850600370012e+17,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",karanb81,0,False,False
Whatever one may call it but he keeps surprising opposition wch has failed to corner him with his wrongs https://t.co/ymc6ghCS0x,False,4,,2016-11-23 04:43:26,True,,8.012850012621783e+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",narulaAlka,1,False,False
"Don't fall for rumours on #Demonetization. 
Follow @RBI, @PIB_India, @FinMinIndia for real news.

(Issued In Public https://t.co/ER1q7ZYNqL",False,5,,2016-11-23 04:42:56,True,,8.012848771905004e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",s_cartoons,16,False,False
RT @Awhadspeaks: This the true picture of our country #demonetization #JantaMaafNahiKaregi #<U+0928><U+094B><U+091F><U+092A><U+0930><U+091A><U+094B><U+091F> #CashCrisis https://t.co/jqinEpo1Bm,False,0,,2016-11-23 04:42:24,False,,8.012847445624177e+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Daily_NCP,15,True,False
"Modi.. Please stop this #demonetization blunder ASAP. 
People are dying daily 
<ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8>

https://t.co/77iVJyioce",False,0,,2016-11-23 04:42:17,False,,8.012847136462766e+17,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",A_Observr,0,False,False
#Demonetization-VoteGainer/VoteLoser - ET is making all possible efforts to mislead people to call it a voteloser for Modi,False,0,,2016-11-23 04:42:17,False,,8.012847114652549e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",gopinath558,0,False,False
"@mirapokhrel at least they could provide some sitting arrangements for senior citizens in the line!
#demonetization
#peoplesuffer",False,2,MiraPokhrel,2016-11-23 04:40:56,False,8.01283327789568e+17,8.012843752834007e+17,2447570619.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",MiraPokhrel,1,False,False
PM's office must release funds to the families of people died due to #demonetization policy. #CashCleanUp #CashCrisis,False,0,,2016-11-23 04:40:34,False,,8.012842817628856e+17,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",karanb81,0,False,False
"#Demonetization lets shorten long queues at ATM, by limiting our ATM withdrawals to Rs.1000/- only #WithdrawUpto1000FromATM",False,0,,2016-11-23 04:40:18,False,,8.012842134125075e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",abhi_indelhi15,0,False,False
.@MamataOfficial @AITCofficial Mamata Banerjee to Lead Protests Against #Demonetization https://t.co/Dkpq12tPHp,False,0,,2016-11-23 04:40:08,False,,8.012841703831388e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",rrthakur,0,False,False
"Lets bring smile on more faces, by withdrawing only Rs.1000/- from ATM #WithdrawUpto1000FromATM #Demonetization",False,0,,2016-11-23 04:40:05,False,,8.012841586644132e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",abhi_indelhi15,0,False,False
"Rush at banks post #demonetization has cashiers 'weeping', complain #bank unions
https://t.co/LX2o1fR0pa",False,2,,2016-11-23 04:40:02,False,,8.012841480400403e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",mcapitalheight,0,False,False
"A must read piece on #demonetization by @PritishNandy in today's @MumbaiMirror ""Fighting corruption? Right""  https://t.co/dQT9w7wKKv",False,11,,2016-11-23 04:39:51,False,,8.012841017055928e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PallabB,8,False,False
#Demonetization  Bridge disparity and disappointments among fellow citizen by limiting our ATM withdrawals up to Rs.1000/-only,False,0,,2016-11-23 04:39:49,False,,8.012840919582022e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",abhi_indelhi15,0,False,False
#tvselectronics upper freeze @109. Beneficiary of #DeMonetization. And guess what if it bought by an organic farmer.,False,2,,2016-11-23 04:39:28,False,,8.012840048842874e+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",prateek_tater,0,False,False
#Demonetization Spread Joy to everyone in queue by withdrawing only Rs.1000/- from ATM #WithdrawUpto1000FromATM,False,0,,2016-11-23 04:39:13,False,,8.012839397007729e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",abhi_indelhi15,0,False,False
"RT @ingujaratinfo: #Gujarat celebs share their cash crunch woes https://t.co/CFziUm4nAu #Demonetization @MalharThakar
@dhwanigautam @bhhakt",False,0,,2016-11-23 04:39:03,False,,8.012839007650488e+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bhhaktti,2,True,False
Proud to be a tax payer. Tables turning.Ache din coming.@narendramodi #Demonetizationeffect #demonetization #ModiFightsCorruption,False,0,,2016-11-23 04:39:00,False,,8.012838853549752e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BeeShilpa,0,False,False
#WithdrawUpto1000FromATM Please Limit your withdrawals to Rs1000 only from ATM #Demonetization,False,0,,2016-11-23 04:38:57,False,,8.012838736237363e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",abhi_indelhi15,0,False,False
"#Demonetization You can solve No-Cash, Long Queue Issues, so please limit your ATM withdrawals up to Rs.1000/- only #WithdrawUpto1000FromATM",False,0,,2016-11-23 04:38:42,False,,8.012838133012439e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",abhi_indelhi15,0,False,False
#Demonetization Lets Make ATMs free from queues #WithdrawUpto1000FromATM,False,0,,2016-11-23 04:38:18,False,,8.012837095339745e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",abhi_indelhi15,0,False,False
Please take part in this survey &amp; give your valuable input on #Demonetization . PM has asked your first hand... https://t.co/mK5Pyt79oF,False,1,,2016-11-23 04:37:27,False,,8.012834951337779e+17,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",saggirex,1,False,False
RT @SGGeet: Honest ppl r not suffering cos of #demonetization .. Thy r suffering cos of poor fund circulation.,False,0,,2016-11-23 04:36:45,False,,8.012833191868908e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Nikitas73199810,3,True,False
"#demonetization - https://t.co/WiLp50psmg Demonetization: Parliament washed out, Babul Supriyo says 'no need for Daddy to be present'",False,0,,2016-11-23 04:36:23,False,,8.012832282545683e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",vifaheperoqi,0,False,False
#Demonetization may well have been a diversionary tactic https://t.co/LK80WQawaT,False,0,,2016-11-23 04:35:53,False,,8.012831009865892e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",politicalbaaba,0,False,False
#demonetization - https://t.co/QkY50WIGuv India's rupee demonetization could spark a new digital economy in the cash-reliant country  Qu,False,0,,2016-11-23 04:35:52,False,,8.012830995102188e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",synabemazyt,0,False,False
#demonetization Govts move made more damage to the economy than oppsn stalling the parliament Govt should stand up and take notice.,False,0,,2016-11-23 04:35:52,False,,8.012830966622822e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",devesh_joshi78,0,False,False
#demonetization - https://t.co/sTjiSZaTst Demonetization will result in brighter future: PM Modi,False,0,,2016-11-23 04:35:51,False,,8.01283094875611e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jehepew,0,False,False
#demonetization - https://t.co/ljha0rZiK8 Demonetization will result in brighter future: PM Modi,False,0,,2016-11-23 04:35:36,False,,8.012830312646943e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",bucamupog,0,False,False
"#demonetization - https://t.co/f71Q98VBMo Demonetization: Parliament washed out, Babul Supriyo says 'no need for Daddy to be present'",False,0,,2016-11-23 04:35:36,False,,8.012830311011492e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kigytolyfet,0,False,False
"#demonetization - https://t.co/qBJoWmXeTs Demonetization: Parliament washed out, Babul Supriyo says 'no need for Daddy to be present'",False,0,,2016-11-23 04:35:36,False,,8.012830303587287e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",hocipuca,0,False,False
#demonetization - https://t.co/Js65COYCoK India's rupee demonetization could spark a new digital economy in the cash-reliant country  Qu,False,0,,2016-11-23 04:35:35,False,,8.012830260721254e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",lohepujafelow,0,False,False
#demonetization - https://t.co/oJCUj0dScA Demonetization will result in brighter future: PM Modi,False,0,,2016-11-23 04:35:35,False,,8.01283025954816e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",wimigejocucab,0,False,False
"@vaidehisachin This is reason why we need #demonetization 
All hard earned money of Parents taken by Engg Colleges https://t.co/m3QcYdGjaQ",False,1,vaidehisachin,2016-11-23 04:35:30,True,,8.012830044422227e+17,88136479.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dhriyamana,0,False,False
RT @assassinsps: #<U+0905><U+092C><U+0915><U+0940>_<U+0926><U+092B><U+093E>_<U+0915><U+0947><U+091C><U+0930><U+0940>_<U+092C><U+0947><U+0935><U+092B><U+093E> no one cares about #Kejriwal as we know the fact of #demonetization #ModiFightsCorruption. We wnt #k,False,0,,2016-11-23 04:34:54,False,,8.012828542861926e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pdev070,2,True,False
"There is always first time for everything.. This time, it's politicians coming out on road for rally.. And no Common men.. #demonetization",False,0,,2016-11-23 04:31:33,False,,8.012820122627236e+17,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",bsbarve,0,False,False
"You're right, but these people didn't fund the 20000 crore election 2014 budget so Modi doesn't care about them! https://t.co/BbeF811l0A",False,0,,2016-11-23 04:31:23,True,,8.012819722491044e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mrtkachokra,0,False,False
@Hirav_25 @narendramodi Honest people need to support this #demonetization drive. It's now or never! #PM must address hardship to common man,False,0,Hirav_25,2016-11-23 04:31:13,False,8.010951593834906e+17,8.012819276384378e+17,3292908134.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pkpandya,0,False,False
"Agree Bhaven Kachhi sir... as usual superb familiarize article about #Demonetization 
#myFavWriter https://t.co/agayzaV5DI",False,0,,2016-11-23 04:30:54,False,,8.012818466801089e+17,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Neeti_Kharadi,0,False,False
"(Worthless notes) Laid down to form a pathway, itd be long enough to reach the moon and back five times. . #demonetization",False,1,upmanyutrivedi,2016-11-23 04:30:50,False,8.012811897429402e+17,8.01281831358251e+17,102968762.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",upmanyutrivedi,5,False,False
RT @anuragbhateja: @minimathur  #Demonetization is just like those days when teacher was unable to spot the culprit and punished whole clas,False,0,,2016-11-23 04:30:41,False,,8.012817926951566e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FekuBuster,1,True,False
"Good thing of #Demonetization: Going bck to Eco Books, Finding Friedman Formula, Verifying No. crunching [done by someone;)] to estimate GDP",False,0,,2016-11-23 04:30:19,False,,8.012817008859914e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SudhirKulaye,0,False,False
The #Demonetization drive has revealed some interesting facts about women and their money https://t.co/KiO8zKqkmu,False,0,,2016-11-23 04:30:10,False,,8.012816653770138e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",fabzindia,0,False,False
#Demonetization roundup..https://t.co/4D8Ui0O7ho,False,0,,2016-11-23 04:29:21,False,,8.012814566265486e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",fertilizerindia,0,False,False
"Larry Summers, a proponent of #demonetization for US currency, takes a very dim view of the process in India:
https://t.co/T7pGlb14cW",False,0,,2016-11-23 04:27:24,False,,8.012809697390918e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",zurtalab,0,False,False
"Hospital refuses Union Minister Sadanand Gowda his brother's body, asks for new notes https://t.co/AT55OzRDFd #Demonetization",False,0,,2016-11-23 04:26:49,False,,8.012808196962753e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pratikmukane,0,False,False
Netas who have been caught napping are thise who are making these noises..united my foot!!! Nothing but sheer opportunists #Demonetization,False,0,,2016-11-23 04:25:24,False,,8.012804665274941e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",himanshpant,0,False,False
"Very frustrated, disappointed lady. Fed up of Modi &amp; his #demonetization 
<U+2B07><U+2B07>

https://t.co/BTep43tvrE",False,2,,2016-11-23 04:24:41,False,,8.012802857655706e+17,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",A_Observr,2,False,False
"RT @CHIRU_NEWS: All other celebrities who spoke on #demonetization till now did for their selfushness.
Only Pawan Kalyan spoke for the peop",False,0,,2016-11-23 04:24:15,False,,8.0128017532126e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",elijahchase9,101,True,False
Soldier also beheaded yesterday at border.. So? Can't you give children's life for Country? #BhakthLogic https://t.co/LNSUiiIdDQ,False,0,,2016-11-23 04:23:54,True,,8.012800892458067e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hiremathji,0,False,False
#Demonetization..Optimists and Pessimists..Please watch this video..https://t.co/EWhjPe08dL,False,0,,2016-11-23 04:22:57,False,,8.012798480983366e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DpkB,0,False,False
"""[Data] Social Media reactions to #Demonetization"" #digitalmarketing  #feedly https://t.co/nHI7u60XuF",False,0,,2016-11-23 04:21:49,False,,8.012795612918209e+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",vijaysingh_negi,0,False,False
RT @DDSez: Another bad thing abt #demonetization : ppl with legit but large amount of cash at home wr frightened that they wr doing sumthng,False,0,,2016-11-23 04:21:28,False,,8.012794754219539e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sameer470,1,True,False
RT @RJSudeshBhat: #demonetization Did this using a @KicchaSudeep and @TheParulYadav song :) Take a look :) https://t.co/UROvCy21T4,False,0,,2016-11-23 04:21:15,False,,8.012794196082318e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BnVybhav,60,True,False
"@vaidehisachin See below &amp; check others too like Bhupendra Choubay met people in Banaras, Amethi &amp; RaeBareli, all s https://t.co/Xj3hfGQO9Q",False,0,vaidehisachin,2016-11-23 04:20:41,True,,8.012792770061353e+17,88136479.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dhriyamana,0,False,False
#<U+0930><U+094B><U+0924><U+0921><U+0942>_<U+092E><U+094B><U+0926><U+0940>  : Aam Aadmi  (#AAP) is stressful and nation fooling in name of #Demonetization ! #iStillStandWithModi,False,5,,2016-11-23 04:18:53,False,,8.01278825564807e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",iamShivaNaidu,2,False,False
It is surprising when #C_Voter stand for #demonetization the leaders they voted for stand against it. Doesn't nullify overall voting system?,False,0,,2016-11-23 04:17:10,False,,8.012783941261761e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",caesar_on20,0,False,False
"Though #demonetization pains, people have accepted it, so no dharnas or strikes.Then for what, Opposition is stalling the sessions???",False,0,,2016-11-23 04:14:15,False,,8.012776597370061e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Rajasek20507584,0,False,False
"Another bad thing abt #demonetization : ppl with legit but large amount of cash at home wr frightened that they wr doing sumthng illegal
1/",False,0,,2016-11-23 04:13:38,False,,8.012775041536449e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DDSez,1,False,False
RT @nktpnd: This is one of the better reasoned articles on #demonetization in India: Are the poor really suffering? https://t.co/KIyQJRCkL4,False,0,,2016-11-23 04:12:43,False,,8.01277271310889e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KaranAwtani1,2,True,False
"@Nk3010Neha Way this #demonetization failing miserably, 80 people dead. 
Whose responsibility <U+2753>",False,0,Nk3010Neha,2016-11-23 04:12:05,False,8.012753271043523e+17,8.012771140917331e+17,2277284886.0,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",A_Observr,0,False,False
95% sacrificing to cleanse 5%. Benefits of #Demonetization should reach the common man in same ratio,False,0,,2016-11-23 04:11:24,False,,8.012769432324301e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",saxenask352,1,False,False
"#Demonetization drained the swamp of paid protests in #Kashmir, so now fifth column media mavens like @seemamustafa https://t.co/n87m1pdPib",False,2,,2016-11-23 04:10:23,True,,8.012766865661993e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Parikramah,0,False,False
This is one of the better reasoned articles on #demonetization in India: Are the poor really suffering? https://t.co/sOix4kDMsM,False,1,,2016-11-23 04:08:04,True,,8.01276102333399e+17,,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",nktpnd,2,False,False
@minimathur  #Demonetization is just like those days when teacher was unable to spot the culprit and punished whole class.,False,5,anuragbhateja,2016-11-23 04:07:30,False,8.012754756454728e+17,8.012759589425193e+17,17490137.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",anuragbhateja,1,False,False
"RT @BJP_RSS: Everyone should read <ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BD><ed><U+00B1><U+0087>
Major benefits of #Demonetization that you don't see in media coverage. 
#ModiFightsCorruption #Bla",False,0,,2016-11-23 04:04:20,False,,8.012751647553043e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Vinita003,166,True,False
Goes another @narendramodi claimed benefit of #Demonetization after Terrorists ensuring their supplies now Fakes too https://t.co/6hMpRXcR6M,False,1,,2016-11-23 04:02:41,False,,8.012747481771827e+17,,"<a href=""http://www.twitpane.com"" rel=""nofollow"">TwitPane Android</a>",JanLokPaal,3,False,False
Currency Crises Management  Some Ideas https://t.co/RYCEYlXuJy #TGI #femarbi #blackmoney #demonetization,False,0,,2016-11-23 04:02:05,False,,8.012745971990158e+17,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",OfficialFinsr,0,False,False
"@sgurumurthy poor always suffer, irrespective of #demonetization..",False,0,sgurumurthy,2016-11-23 04:01:41,False,8.012728340016087e+17,8.012744947530506e+17,129057534.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",1_a_c_e,0,False,False
"There goes another claimed benefit of #Demonetization  after Terrorists ensuring their supplies, now the Fakes too https://t.co/ELvyoTkXh0",False,2,jairajp,2016-11-23 04:01:01,False,8.010878657404027e+17,8.012743280462725e+17,43698075.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",jairajp,3,False,False
@ShashiTharoor Mr. Tharoor. You may have your own reasons to oppose #Demonetization but such language from a person like you?,False,0,ShashiTharoor,2016-11-23 03:58:38,False,8.010266691379077e+17,8.012737280803512e+17,24705126.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",avdheshtondak,0,False,False
@minimathur It is a fact that people are facing problem and may be this #demonetization will only bring 4%-10% of the black money out. 2/n,False,2,anuragbhateja,2016-11-23 03:58:25,False,8.012735125811528e+17,8.012736754417951e+17,17490137.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",anuragbhateja,0,False,False
"Please stop with the ""X died due to demonetization"" posts. Correlation does not imply causation. #demonetization",False,6,,2016-11-23 03:57:02,False,,8.012733271006657e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",mohitthatte,5,False,False
RT @ashwinmushran: Excellent piece by @AnuvabPal for those who like to look at the whole #demonetization issue in a balanced way https://t.,False,0,,2016-11-23 03:56:26,False,,8.012731729390264e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mrsinghCricUmp,20,True,False
bA K Bhattacharyab Its the politics stupid https://t.co/er71zf62Ia #Demonetization,False,0,,2016-11-23 03:55:10,False,,8.012728549312102e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NagarNk,0,False,False
"Abhishek Lodha, MD, #LodhaGroup shares his views on the impact of #demonetization on #realestate via @CNBCTV18News https://t.co/525r1e6tEC",False,2,,2016-11-23 03:54:43,False,,8.01272743010259e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",LODHA,0,False,False
"@mkvenu1 sir how did the crow taste?
#demonetization #Bypolls",False,0,mkvenu1,2016-11-23 03:51:32,False,8.012570238997668e+17,8.012719438529454e+17,524262813.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sod_Pentothal,0,False,False
"RT @Brain_Humor: @AmitShah 56 innocent people have been died so far due to #demonetization , is this matter of joy and pride Shah ji ?",False,0,,2016-11-23 03:51:29,False,,8.01271928690311e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ThanjaiRiz,3,True,False
The way @ArvindKejriwal is linking all poor enterprises with #demonetization day is not far when he would find a link with PM's innerwear 2,False,0,,2016-11-23 03:51:19,False,,8.012718858119699e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",iamamenon,0,False,False
"opposition stop yelling stalling Parliament in  name of poor pple, wake up smell your coffee. you guys way behind https://t.co/u93fR46rgC",False,16,,2016-11-23 03:49:49,True,,8.012715083916902e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",anilkohli54,14,False,False
and modi jis Finance Minister Jaitley Lies to the Core to Justify #DeMonetization https://t.co/gs7yLt0aws,False,0,,2016-11-23 03:48:01,False,,8.012710562836602e+17,,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",jairajp,6,False,False
"RT @amitgupta0310: 12/n So when the dust settles this #demonetization will become part of life just like CNG, Mobiles and deMaterialized st",False,0,,2016-11-23 03:46:33,False,,8.012706894664622e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ChetanKothari_,3,True,False
"RT @SaraHayatShah: Whr r the soldiers of ""Nationalism""? Over 55 people hv died ""due to #demonetization"". Their lives weren't precious? No o",False,0,,2016-11-23 03:46:00,False,,8.012705479717069e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NisarChowdhary,6,True,False
Mizoram has found a creative way of dealing with the cash crunch resulting from #demonetization. https://t.co/aJZiDCLmIJ,False,0,,2016-11-23 03:43:35,False,,8.012699399904297e+17,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",sbcltr,1,False,False
"#MamtaKejriXposed truth of their dictatorial mindset, intolerance to dissent, greed for power became more evident now with #demonetization",False,1,,2016-11-23 03:43:27,False,,8.012699092547994e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Niraj_dp1,0,False,False
@ArvindKejriwal do u know fire broke out in delhi bazaar. Pls see tht first. #demonetization #cheapminister https://t.co/uNuArrwdlZ,False,0,ArvindKejriwal,2016-11-23 03:41:40,True,,8.012694569325075e+17,405427035.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GorKashyap,0,False,False
"RT @iAM_akumarS: after #demonetization jnu students don't use condom 4 safesex modi  ji students ko pareshan kr rhe hai 
#MamtaKejriXposed",False,0,,2016-11-23 03:40:07,False,,8.012690678142894e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NOUFAL02066000,1,True,False
"Another indication of black money horses having bolted, well before.....#Demonetization?
 https://t.co/tHP4weZz3Y",False,0,,2016-11-23 03:39:22,False,,8.01268879473287e+17,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",jay_ambadi,0,False,False
"after #demonetization jnu students don't use condom 4 safesex modi  ji students ko pareshan kr rhe hai 
#MamtaKejriXposed
#<U+0930><U+094B><U+0924><U+0921><U+0942>_<U+092E><U+094B><U+0926><U+0940>",False,3,,2016-11-23 03:39:18,False,,8.012688630651576e+17,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",iAM_akumarS,1,False,False
#Demonetization is like pissing on pants on a very cold day 2 keep warm - India's Modi Didn't Do His Homework@forbes https://t.co/VmNKU5mCvX,False,1,,2016-11-23 03:38:54,False,,8.012687619446906e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Currency_crisis,0,False,False
@ChoradiyaMehul This Jihadi lapdog @ArvindKejriwal is himself a proof of #Demonetization. Gone insane..all his thousands of crores gone.,False,0,ChoradiyaMehul,2016-11-23 03:38:49,False,8.01261364165673e+17,8.012687423530885e+17,2935586258.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",AmiteshK01,0,False,False
Banks in da rural areas hav started distributing soiled notes.1st u q up fr ur own money &amp; den q up 2 change da soiled notes #Demonetization,False,0,,2016-11-23 03:38:26,False,,8.012686455403603e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",soumikdas,0,False,False
RT @kmfameen: Advocate J. Aslam Basha Press Meet On #Demonetization https://t.co/wmLtKNR0ES via @jab9777 @YouTube,False,0,,2016-11-23 03:37:52,False,,8.012685040455187e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",iammastanvali,2,True,False
